id,team,player,MIN,FGM-A,3PM-A,FTM-A,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
400488879,Boston Celtics,Brandon Bass,32,6-7,0-0,5-5,1,1,2,2,2,0,1,2,12,17
400488879,Boston Celtics,Gerald Wallace,40,1-1,0-0,1-4,0,3,3,2,4,0,5,2,-1,3
400488879,Boston Celtics,Jeff Green,37,8-16,2-3,7-9,0,5,5,2,1,1,1,4,8,25
400488879,Boston Celtics,Vitor Faverani,27,4-9,0-1,5-8,1,2,3,0,0,3,3,5,-17,13
400488879,Boston Celtics,Avery Bradley,31,4-13,0-3,0-0,1,4,5,4,2,1,4,6,-3,8
400488879,Boston Celtics,Kris Humphries,21,3-4,0-0,2-3,2,7,9,0,0,2,2,2,12,8
400488879,Boston Celtics,Kelly Olynyk,16,2-5,0-2,0-0,0,0,0,0,0,0,3,2,-19,4
400488879,Boston Celtics,Phil Pressey,4,0-2,0-1,0-0,0,1,1,0,0,0,0,2,-4,0
400488879,Boston Celtics,Jordan Crawford,18,3-5,1-1,0-0,2,1,3,5,0,0,1,2,-2,7
400488879,Boston Celtics,Courtney Lee,14,1-4,0-2,0-0,0,2,2,0,1,0,2,0,-16,2
400488879,Boston Celtics,Jared Sullinger,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488879,Boston Celtics,MarShon Brooks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488879,Boston Celtics,Keith Bogans,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488879,Toronto Raptors,Amir Johnson,24,6-8,1-3,0-0,2,1,3,2,0,1,0,4,10,13
400488879,Toronto Raptors,Rudy Gay,34,8-18,1-2,2-3,2,6,8,1,2,0,5,3,-1,19
400488879,Toronto Raptors,Jonas Valanciunas,31,4-9,0-0,0-0,5,6,11,0,1,2,3,4,5,8
400488879,Toronto Raptors,Kyle Lowry,35,2-8,0-3,7-12,2,1,3,8,2,0,2,2,2,11
400488879,Toronto Raptors,DeMar DeRozan,40,6-19,1-3,0-2,0,2,2,2,2,0,5,3,6,13
400488879,Toronto Raptors,Tyler Hansbrough,25,3-4,0-0,1-2,5,7,12,0,0,3,0,1,-3,7
400488879,Toronto Raptors,Landry Fields,18,4-7,0-0,0-1,3,3,6,0,0,0,0,4,2,8
400488879,Toronto Raptors,Terrence Ross,12,2-3,1-1,1-2,0,2,2,0,2,0,1,2,1,6
400488879,Toronto Raptors,Steve Novak,7,1-3,1-2,0-0,0,1,1,0,0,0,0,1,4,3
400488879,Toronto Raptors,D.J. Augustin,13,2-7,0-3,1-1,0,0,0,2,0,0,1,1,4,5
400488879,Toronto Raptors,Austin Daye,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488879,Toronto Raptors,Dwight Buycks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488879,Toronto Raptors,Julyan Stone,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488897,Milwaukee Bucks,Ersan Ilyasova,23,2-7,1-3,0-0,0,4,4,1,2,1,1,3,-21,5
400488897,Milwaukee Bucks,Caron Butler,27,2-8,2-4,2-2,2,4,6,1,1,0,0,1,-3,8
400488897,Milwaukee Bucks,Larry Sanders,18,2-5,0-0,0-0,1,2,3,1,0,4,1,2,-18,4
400488897,Milwaukee Bucks,O.J. Mayo,23,2-9,0-1,4-4,2,2,4,2,2,0,3,4,-16,8
400488897,Milwaukee Bucks,Gary Neal,26,4-11,2-3,4-6,0,1,1,1,1,0,1,0,-17,14
400488897,Milwaukee Bucks,Khris Middleton,27,5-8,0-1,3-3,0,1,1,2,2,0,0,4,23,13
400488897,Milwaukee Bucks,Zaza Pachulia,30,5-10,0-0,10-10,6,3,9,4,2,1,0,4,25,20
400488897,Milwaukee Bucks,John Henson,25,6-11,0-0,2-4,5,4,9,0,0,1,0,2,28,14
400488897,Milwaukee Bucks,Nate Wolters,29,5-10,1-2,3-3,1,1,2,6,0,0,1,1,23,14
400488897,Milwaukee Bucks,Giannis Antetokounmpo,12,2-5,0-1,1-2,0,2,2,0,0,0,0,3,11,5
400488897,Milwaukee Bucks,Miroslav Raduljica,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488897,Milwaukee Bucks,Luke Ridnour,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488897,Milwaukee Bucks,Brandon Knight,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488897,Boston Celtics,Brandon Bass,35,6-11,0-0,5-6,3,5,8,2,0,1,0,3,11,17
400488897,Boston Celtics,Gerald Wallace,36,5-9,2-5,2-7,0,6,6,4,1,0,4,2,0,14
400488897,Boston Celtics,Jeff Green,38,4-13,1-3,4-7,4,5,9,1,0,0,4,3,-1,13
400488897,Boston Celtics,Vitor Faverani,37,4-6,0-1,4-6,6,12,18,1,1,6,3,4,1,12
400488897,Boston Celtics,Avery Bradley,33,4-14,0-3,0-0,0,2,2,2,1,0,4,6,9,8
400488897,Boston Celtics,Jared Sullinger,10,2-6,0-0,6-7,3,0,3,0,0,0,1,4,-11,10
400488897,Boston Celtics,Kelly Olynyk,14,2-5,0-1,0-0,2,0,2,1,0,0,1,4,-15,4
400488897,Boston Celtics,Jordan Crawford,12,1-1,0-0,5-5,0,0,0,1,0,0,0,0,-9,7
400488897,Boston Celtics,Courtney Lee,26,6-11,1-3,0-0,0,4,4,1,2,0,0,3,-20,13
400488897,Boston Celtics,Kris Humphries,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488897,Boston Celtics,Phil Pressey,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488897,Boston Celtics,MarShon Brooks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488897,Boston Celtics,Keith Bogans,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488914,Boston Celtics,Brandon Bass,37,2-8,0-0,2-2,1,7,8,3,2,1,2,5,-8,6
400488914,Boston Celtics,Gerald Wallace,36,2-6,1-3,0-0,0,1,1,2,4,0,2,2,-6,5
400488914,Boston Celtics,Jeff Green,20,3-5,0-0,1-1,0,2,2,2,0,0,2,2,-8,7
400488914,Boston Celtics,Vitor Faverani,19,4-6,0-1,0-0,1,1,2,1,2,1,2,2,-7,8
400488914,Boston Celtics,Avery Bradley,34,6-14,1-2,0-0,4,4,8,3,3,0,6,2,-15,13
400488914,Boston Celtics,Jared Sullinger,14,1-6,0-2,2-2,0,4,4,0,0,1,0,1,-2,4
400488914,Boston Celtics,Kelly Olynyk,26,6-11,0-1,3-3,2,6,8,0,2,0,3,5,-3,15
400488914,Boston Celtics,Jordan Crawford,22,5-10,1-4,2-2,0,3,3,1,1,0,3,0,3,13
400488914,Boston Celtics,MarShon Brooks,7,0-2,0-0,0-0,0,0,0,1,0,0,0,0,6,0
400488914,Boston Celtics,Courtney Lee,22,2-5,0-2,2-2,0,1,1,2,1,0,3,3,-5,6
400488914,Boston Celtics,Keith Bogans,3,0-1,0-1,0-0,0,0,0,0,0,0,0,0,-5,0
400488914,Boston Celtics,Kris Humphries,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488914,Boston Celtics,Phil Pressey,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488914,Detroit Pistons,Greg Monroe,37,7-14,0-0,1-4,7,3,10,2,1,1,4,3,10,15
400488914,Detroit Pistons,Josh Smith,36,7-15,0-4,1-3,1,6,7,3,2,2,6,2,9,15
400488914,Detroit Pistons,Andre Drummond,40,7-13,0-0,1-4,3,9,12,0,2,2,1,2,9,15
400488914,Detroit Pistons,Chauncey Billups,21,2-4,1-3,0-0,0,4,4,2,2,0,2,2,10,5
400488914,Detroit Pistons,Will Bynum,17,2-5,0-2,0-0,1,0,1,4,1,0,1,2,14,4
400488914,Detroit Pistons,Jonas Jerebko,11,1-2,0-0,0-0,1,3,4,1,0,0,3,1,0,2
400488914,Detroit Pistons,Kyle Singler,21,2-6,0-1,3-3,0,0,0,0,0,1,0,0,2,7
400488914,Detroit Pistons,Rodney Stuckey,27,1-5,0-1,8-9,1,2,3,0,3,1,2,3,0,10
400488914,Detroit Pistons,Brandon Jennings,31,5-12,1-2,3-6,1,2,3,4,4,0,2,0,-4,14
400488914,Detroit Pistons,Tony Mitchell,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488914,Detroit Pistons,Luigi Datome,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488914,Detroit Pistons,Peyton Siva,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488914,Detroit Pistons,Kentavious Caldwell-Pope,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488922,Boston Celtics,Brandon Bass,23,3-11,0-1,0-0,1,3,4,1,1,3,1,2,-14,6
400488922,Boston Celtics,Gerald Wallace,28,0-0,0-0,0-0,0,3,3,3,2,0,3,2,-11,0
400488922,Boston Celtics,Jeff Green,40,6-12,1-4,9-12,0,5,5,1,0,1,2,2,-13,22
400488922,Boston Celtics,Vitor Faverani,28,2-4,1-3,0-0,2,4,6,0,1,1,3,4,-19,5
400488922,Boston Celtics,Avery Bradley,32,6-12,0-2,2-2,0,0,0,3,1,0,1,3,-13,14
400488922,Boston Celtics,Jared Sullinger,21,7-11,2-3,0-0,1,4,5,0,0,0,0,4,12,16
400488922,Boston Celtics,Kelly Olynyk,25,1-8,0-1,2-2,0,4,4,0,0,0,4,3,7,4
400488922,Boston Celtics,Jordan Crawford,25,4-7,2-4,2-2,0,2,2,4,3,1,1,1,-1,12
400488922,Boston Celtics,Courtney Lee,19,4-5,1-2,0-0,0,3,3,2,1,0,2,0,17,9
400488922,Boston Celtics,Kris Humphries,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488922,Boston Celtics,Phil Pressey,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488922,Boston Celtics,MarShon Brooks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488922,Boston Celtics,Keith Bogans,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488922,Memphis Grizzlies,Zach Randolph,32,6-11,0-0,3-3,4,3,7,1,0,0,5,3,17,15
400488922,Memphis Grizzlies,Tayshaun Prince,20,2-4,0-0,0-0,1,2,3,3,0,0,1,0,7,4
400488922,Memphis Grizzlies,Marc Gasol,35,6-10,0-0,2-2,0,8,8,2,0,0,1,3,5,14
400488922,Memphis Grizzlies,Mike Conley,33,5-14,1-3,4-4,0,2,2,8,0,0,2,2,7,15
400488922,Memphis Grizzlies,Tony Allen,30,3-5,0-2,2-4,1,3,4,3,4,0,4,2,17,8
400488922,Memphis Grizzlies,Ed Davis,8,2-6,0-0,0-0,2,1,3,0,0,0,2,2,-13,4
400488922,Memphis Grizzlies,Jon Leuer,7,1-2,0-1,2-2,0,0,0,1,0,0,0,1,4,4
400488922,Memphis Grizzlies,Quincy Pondexter,19,2-6,2-3,2-2,0,1,1,0,0,0,2,2,-14,8
400488922,Memphis Grizzlies,Mike Miller,23,2-4,1-3,0-0,1,4,5,2,0,0,1,1,-1,5
400488922,Memphis Grizzlies,Kosta Koufos,13,1-1,0-0,1-3,0,2,2,2,0,1,0,2,0,3
400488922,Memphis Grizzlies,Jerryd Bayless,21,6-11,1-3,2-2,0,1,1,1,2,1,0,1,6,15
400488922,Memphis Grizzlies,Nick Calathes,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488922,Memphis Grizzlies,Jamaal Franklin,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488937,Utah Jazz,Richard Jefferson,32,5-12,0-3,3-4,0,2,2,3,5,0,2,3,-16,13
400488937,Utah Jazz,Derrick Favors,34,4-10,0-0,2-5,3,11,14,1,0,3,3,4,-12,10
400488937,Utah Jazz,Enes Kanter,38,9-14,0-0,4-5,4,4,8,0,0,0,0,2,-4,22
400488937,Utah Jazz,Jamaal Tinsley,20,0-2,0-1,0-0,0,0,0,4,0,0,2,2,-11,0
400488937,Utah Jazz,Gordon Hayward,40,12-20,1-2,3-4,2,7,9,5,1,0,2,3,-1,28
400488937,Utah Jazz,Mike Harris,18,1-3,0-0,0-0,1,1,2,0,1,0,3,3,7,2
400488937,Utah Jazz,Rudy Gobert,6,0-0,0-0,0-0,0,0,0,0,0,1,1,2,-11,0
400488937,Utah Jazz,Alec Burks,22,4-9,0-0,0-0,1,3,4,0,1,0,4,0,6,8
400488937,Utah Jazz,John Lucas III,13,2-4,0-1,0-0,0,1,1,0,0,0,2,1,-13,4
400488937,Utah Jazz,Ian Clark,17,0-6,0-3,0-0,0,2,2,1,0,0,1,2,5,0
400488937,Utah Jazz,Marvin Williams,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488937,Utah Jazz,Brandon Rush,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488937,Boston Celtics,Brandon Bass,31,9-15,0-0,2-3,3,1,4,2,0,2,3,4,-3,20
400488937,Boston Celtics,Jeff Green,36,6-13,3-4,3-3,0,3,3,4,1,0,1,1,10,18
400488937,Boston Celtics,Vitor Faverani,6,0-4,0-1,0-0,1,2,3,2,0,0,0,1,-8,0
400488937,Boston Celtics,Avery Bradley,30,3-8,0-2,2-2,2,4,6,1,1,0,2,2,-1,8
400488937,Boston Celtics,Jordan Crawford,27,3-9,1-3,0-0,0,2,2,4,0,1,0,2,-8,7
400488937,Boston Celtics,Kris Humphries,6,1-3,0-0,0-0,0,0,0,0,0,0,1,0,3,2
400488937,Boston Celtics,Gerald Wallace,23,3-5,2-2,1-4,0,9,9,3,1,0,3,2,16,9
400488937,Boston Celtics,Jared Sullinger,24,6-11,0-2,0-0,0,5,5,0,0,1,2,2,18,12
400488937,Boston Celtics,Kelly Olynyk,29,6-14,0-3,2-2,4,4,8,3,1,0,2,3,10,14
400488937,Boston Celtics,Phil Pressey,17,1-4,0-2,0-0,0,0,0,3,1,0,0,0,8,2
400488937,Boston Celtics,Courtney Lee,11,2-3,1-1,0-0,0,2,2,0,0,0,0,1,5,5
400488937,Boston Celtics,MarShon Brooks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488937,Boston Celtics,Keith Bogans,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488948,Boston Celtics,Brandon Bass,37,6-14,0-0,4-4,3,4,7,1,0,1,0,3,0,16
400488948,Boston Celtics,Jeff Green,32,5-14,0-3,0-1,1,2,3,3,2,0,0,0,10,10
400488948,Boston Celtics,Vitor Faverani,17,1-4,1-2,0-0,2,3,5,1,0,0,1,2,2,3
400488948,Boston Celtics,Avery Bradley,29,5-13,1-2,3-4,3,5,8,1,3,1,2,1,6,14
400488948,Boston Celtics,Jordan Crawford,31,5-13,0-2,3-3,1,2,3,5,1,0,2,1,11,13
400488948,Boston Celtics,Kris Humphries,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,3,0
400488948,Boston Celtics,Gerald Wallace,20,1-3,0-2,0-0,0,6,6,3,1,0,2,5,-13,2
400488948,Boston Celtics,Jared Sullinger,20,2-8,0-1,7-8,3,3,6,4,0,2,1,2,-1,11
400488948,Boston Celtics,Kelly Olynyk,22,4-13,0-1,0-0,4,2,6,0,0,0,3,5,1,8
400488948,Boston Celtics,Phil Pressey,16,0-4,0-1,1-2,0,2,2,1,2,0,0,2,-2,1
400488948,Boston Celtics,Courtney Lee,17,5-9,0-0,3-4,2,2,4,0,2,1,0,2,-7,13
400488948,Boston Celtics,MarShon Brooks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488948,Boston Celtics,Keith Bogans,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488948,Orlando Magic,Jason Maxiell,27,4-6,0-0,1-5,2,3,5,2,1,1,0,4,-4,9
400488948,Orlando Magic,Maurice Harkless,31,1-4,0-1,2-3,2,3,5,2,0,1,0,1,-1,4
400488948,Orlando Magic,Nikola Vucevic,36,6-12,0-0,2-4,5,8,13,1,0,1,4,3,-8,14
400488948,Orlando Magic,Jameer Nelson,36,4-15,2-9,2-2,0,3,3,7,1,0,7,3,3,12
400488948,Orlando Magic,Arron Afflalo,34,8-15,2-5,5-6,0,5,5,1,0,0,3,5,3,23
400488948,Orlando Magic,Andrew Nicholson,21,2-6,0-1,2-2,2,9,11,0,0,0,1,2,2,6
400488948,Orlando Magic,Kyle O'Quinn,12,2-6,0-0,1-2,4,5,9,0,1,1,2,2,6,5
400488948,Orlando Magic,E'Twaun Moore,19,3-7,0-1,1-1,0,1,1,3,0,0,0,0,-5,7
400488948,Orlando Magic,Victor Oladipo,23,3-12,0-3,3-4,1,3,4,3,1,0,3,4,-6,9
400488948,Orlando Magic,Solomon Jones,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488948,Orlando Magic,Tobias Harris,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488948,Orlando Magic,Ronnie Price,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488948,Orlando Magic,Doron Lamb,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488962,Boston Celtics,Brandon Bass,15,3-7,0-0,0-0,0,0,0,1,0,0,0,4,-7,6
400488962,Boston Celtics,Jeff Green,36,8-16,5-8,3-5,1,4,5,1,0,1,0,2,11,24
400488962,Boston Celtics,Kelly Olynyk,23,3-9,1-2,0-0,3,5,8,4,0,1,1,5,-4,7
400488962,Boston Celtics,Avery Bradley,30,8-14,1-1,0-0,0,2,2,1,0,0,0,2,-3,17
400488962,Boston Celtics,Jordan Crawford,28,6-10,3-5,0-0,0,2,2,4,2,0,3,2,0,15
400488962,Boston Celtics,Kris Humphries,19,3-5,0-0,3-3,1,4,5,0,0,2,0,0,7,9
400488962,Boston Celtics,Gerald Wallace,31,3-5,0-1,0-0,2,4,6,7,0,0,3,3,-1,6
400488962,Boston Celtics,Vitor Faverani,3,1-1,0-0,0-0,0,0,0,0,0,0,0,2,8,2
400488962,Boston Celtics,Jared Sullinger,24,5-9,0-1,2-2,3,5,8,1,1,0,3,4,-3,12
400488962,Boston Celtics,Phil Pressey,21,3-9,0-3,1-2,1,2,3,5,1,1,2,1,4,7
400488962,Boston Celtics,Courtney Lee,12,3-4,0-0,0-0,0,0,0,0,0,0,0,0,-7,6
400488962,Boston Celtics,MarShon Brooks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488962,Boston Celtics,Keith Bogans,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488962,Miami Heat,Shane Battier,27,1-2,1-2,0-0,0,1,1,0,0,2,0,3,13,3
400488962,Miami Heat,LeBron James,37,9-13,0-0,7-9,1,7,8,10,0,0,5,1,5,25
400488962,Miami Heat,Chris Bosh,31,7-12,0-2,6-8,1,6,7,1,1,2,0,1,5,20
400488962,Miami Heat,Mario Chalmers,29,3-6,2-2,2-2,0,2,2,3,1,0,1,1,7,10
400488962,Miami Heat,Dwyane Wade,34,7-14,0-0,4-8,0,3,3,7,2,0,1,1,-4,18
400488962,Miami Heat,Chris Andersen,17,4-5,0-0,2-4,2,2,4,0,0,2,1,0,-9,10
400488962,Miami Heat,Rashard Lewis,14,1-4,1-2,1-2,0,1,1,0,0,0,0,4,-7,4
400488962,Miami Heat,Michael Beasley,8,5-7,0-0,0-0,0,0,0,0,0,0,1,1,-1,10
400488962,Miami Heat,Norris Cole,19,2-4,1-1,0-0,0,1,1,2,0,1,0,0,-8,5
400488962,Miami Heat,Ray Allen,24,2-4,0-1,1-1,0,4,4,3,0,0,1,1,-6,5
400488962,Miami Heat,James Jones,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488962,Miami Heat,Joel Anthony,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488962,Miami Heat,Roger Mason Jr.,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488974,Orlando Magic,Jason Maxiell,31,4-9,0-0,2-2,1,0,1,2,0,1,2,3,-9,10
400488974,Orlando Magic,Maurice Harkless,27,4-10,2-3,2-4,5,0,5,1,1,0,3,2,-13,12
400488974,Orlando Magic,Nikola Vucevic,29,6-11,0-0,3-3,4,6,10,4,3,1,2,2,-5,15
400488974,Orlando Magic,Jameer Nelson,24,3-10,2-5,2-2,2,3,5,5,0,0,1,1,-2,10
400488974,Orlando Magic,Arron Afflalo,39,6-12,2-5,4-5,0,4,4,7,0,0,4,1,-7,18
400488974,Orlando Magic,Andrew Nicholson,13,4-7,0-1,0-0,0,1,1,0,0,1,2,4,-5,8
400488974,Orlando Magic,Kyle O'Quinn,23,0-2,0-0,2-2,2,4,6,3,0,1,1,0,-11,2
400488974,Orlando Magic,Ronnie Price,3,1-1,0-0,0-0,0,1,1,1,0,0,0,0,1,2
400488974,Orlando Magic,E'Twaun Moore,25,4-6,0-1,3-3,0,3,3,2,1,0,2,3,-14,11
400488974,Orlando Magic,Victor Oladipo,27,7-17,1-3,2-2,0,1,1,2,2,0,1,2,-10,17
400488974,Orlando Magic,Solomon Jones,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488974,Orlando Magic,Tobias Harris,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488974,Orlando Magic,Doron Lamb,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488974,Boston Celtics,Brandon Bass,30,5-12,0-0,0-0,2,2,4,2,0,1,1,3,3,10
400488974,Boston Celtics,Jeff Green,29,5-9,1-2,5-5,1,3,4,1,0,0,3,3,-7,16
400488974,Boston Celtics,Kelly Olynyk,26,7-9,2-3,0-0,1,6,7,5,1,1,2,4,1,16
400488974,Boston Celtics,Avery Bradley,29,10-15,0-1,4-4,0,0,0,0,3,0,3,3,12,24
400488974,Boston Celtics,Jordan Crawford,33,7-12,0-1,2-2,1,4,5,10,1,0,0,3,15,16
400488974,Boston Celtics,Gerald Wallace,19,0-1,0-0,1-2,0,2,2,5,3,0,1,0,20,1
400488974,Boston Celtics,Vitor Faverani,14,2-4,0-2,0-0,1,4,5,0,1,2,0,0,9,4
400488974,Boston Celtics,Jared Sullinger,25,7-9,0-1,0-1,1,4,5,3,1,2,1,1,17,14
400488974,Boston Celtics,Phil Pressey,15,3-6,1-1,0-0,0,2,2,2,0,0,2,1,2,7
400488974,Boston Celtics,Courtney Lee,19,5-8,1-1,1-1,1,1,2,0,1,1,0,1,3,12
400488974,Boston Celtics,Kris Humphries,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488974,Boston Celtics,MarShon Brooks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488974,Boston Celtics,Keith Bogans,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488986,Charlotte Bobcats,Anthony Tolliver,26,3-7,3-6,2-2,0,1,1,1,1,1,1,3,2,11
400488986,Charlotte Bobcats,Michael Kidd-Gilchrist,28,3-6,0-0,0-0,0,3,3,1,1,0,2,6,10,6
400488986,Charlotte Bobcats,Al Jefferson,33,8-17,0-0,6-6,2,9,11,3,0,2,1,3,12,22
400488986,Charlotte Bobcats,Kemba Walker,34,1-13,0-3,1-2,2,7,9,2,3,0,2,1,3,3
400488986,Charlotte Bobcats,Gerald Henderson,35,5-14,0-0,3-5,3,6,9,5,1,0,2,2,2,13
400488986,Charlotte Bobcats,Jeff Taylor,29,4-8,0-1,4-4,0,1,1,1,0,0,0,2,-4,12
400488986,Charlotte Bobcats,Cody Zeller,22,2-7,0-0,4-4,4,5,9,2,2,1,3,1,4,8
400488986,Charlotte Bobcats,Bismack Biyombo,15,2-3,0-0,0-0,1,3,4,0,0,1,0,2,-6,4
400488986,Charlotte Bobcats,Ramon Sessions,18,2-7,0-2,6-7,0,3,3,1,0,0,0,0,7,10
400488986,Charlotte Bobcats,James Southerland,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488986,Charlotte Bobcats,Jeff Adrien,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488986,Charlotte Bobcats,Jannero Pargo,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488986,Charlotte Bobcats,Ben Gordon,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488986,Boston Celtics,Brandon Bass,27,2-9,0-0,3-3,1,7,8,2,0,1,0,4,-9,7
400488986,Boston Celtics,Jeff Green,32,7-13,1-5,4-7,0,1,1,0,0,0,1,3,-7,19
400488986,Boston Celtics,Kelly Olynyk,33,1-4,0-2,4-4,3,8,11,4,0,0,4,4,-11,6
400488986,Boston Celtics,Avery Bradley,23,3-8,1-2,0-0,0,3,3,0,1,0,1,5,-3,7
400488986,Boston Celtics,Jordan Crawford,35,6-15,0-2,4-5,1,4,5,6,2,0,2,3,-2,16
400488986,Boston Celtics,Kris Humphries,10,0-1,0-0,1-2,0,0,0,0,0,0,0,0,-2,1
400488986,Boston Celtics,Gerald Wallace,32,4-7,2-3,0-0,2,6,8,2,2,0,2,1,-4,10
400488986,Boston Celtics,Vitor Faverani,22,2-8,1-2,2-4,3,6,9,1,0,1,3,3,10,7
400488986,Boston Celtics,Phil Pressey,11,0-4,0-1,0-0,0,0,0,0,0,0,1,1,-4,0
400488986,Boston Celtics,Courtney Lee,14,4-8,2-4,0-0,0,0,0,0,0,0,1,2,2,10
400488986,Boston Celtics,Jared Sullinger,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488986,Boston Celtics,MarShon Brooks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400488986,Boston Celtics,Keith Bogans,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400489001,Portland Trail Blazers,LaMarcus Aldridge,34,11-18,0-0,5-6,3,9,12,1,2,0,4,1,19,27
400489001,Portland Trail Blazers,Nicolas Batum,34,6-15,4-10,2-2,1,4,5,6,2,0,0,2,23,18
400489001,Portland Trail Blazers,Robin Lopez,36,1-3,0-0,1-2,1,9,10,0,0,1,1,2,13,3
400489001,Portland Trail Blazers,Damian Lillard,31,6-15,2-6,3-3,0,2,2,4,0,0,6,4,4,17
400489001,Portland Trail Blazers,Wesley Matthews,32,3-6,2-5,5-5,0,5,5,2,1,0,2,4,20,13
400489001,Portland Trail Blazers,Thomas Robinson,12,3-5,0-0,2-2,1,3,4,0,0,0,0,1,-4,8
400489001,Portland Trail Blazers,Victor Claver,1,0-0,0-0,0-0,0,0,0,0,0,0,1,0,-2,0
400489001,Portland Trail Blazers,Dorell Wright,15,1-4,1-4,0-0,0,4,4,0,0,0,0,2,-5,3
400489001,Portland Trail Blazers,Joel Freeland,12,1-2,0-1,0-0,2,2,4,0,1,1,0,2,0,2
400489001,Portland Trail Blazers,Mo Williams,30,8-13,0-0,2-2,0,1,1,8,3,0,4,2,1,18
400489001,Portland Trail Blazers,Allen Crabbe,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400489001,Portland Trail Blazers,Will Barton,1,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400489001,Portland Trail Blazers,Earl Watson,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400489001,Boston Celtics,Brandon Bass,29,3-11,0-0,0-0,1,6,7,1,0,2,0,2,-22,6
400489001,Boston Celtics,Jeff Green,31,4-12,0-4,6-6,1,3,4,1,0,0,0,0,-15,14
400489001,Boston Celtics,Kelly Olynyk,16,1-2,0-1,0-0,1,1,2,1,0,0,1,4,-5,2
400489001,Boston Celtics,Avery Bradley,21,2-5,0-2,2-4,1,1,2,0,1,0,1,1,-18,6
